assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
0,3,5,5.92,38,1,1,0,a69cc629,Kristoffer Askildsen,98,13,12,9,8,10,11,Oslo,Norway,MF,Sampdoria,1. Serie A,668
1,44,47,4.13,571,31,25,42,a69e4806,Hirving Lozano,149,13,7,14,14,16,11,Mexico City,Distrito Federal,"FW-MF (AM-WM, right)",Napoli,1. Serie A,669
6,71,138,3.93,2155,40,46,64,a6de370d,Sergio Canales,155,17,10,17,16,16,14,Santander,Spain,FW-MF (AM-CM),Betis,1. La Liga,670
0,0,0,0.0,205,0,0,3,a6de6361,Tom Heaton,137,11,18,12,3,12,17,Chester,England,GK,Aston Villa,1. Premier League,671
0,0,0,0.0,187,0,0,1,a70b8345,Frederik Rønnow,128,5,11,11,2,15,13,Horsens,Denmark,GK,Eint Frankfurt,1. Bundesliga,672
1,5,9,0.29,625,3,5,12,a712ca2b,Issa Diop,132,9,14,10,10,10,12,Toulouse,France,DF (CB),West Ham,1. Premier League,673
0,8,6,0.51,925,5,2,3,a73c8f95,Edmond Tapsoba,131,13,9,15,11,14,10,Ouagadougou,Burkina Faso,"DF (CB, left)",Leverkusen,1. Bundesliga,674
4,26,85,4.48,625,12,4,10,a7813ac4,Daniel Brosinski,129,12,13,12,10,13,14,Karlsruhe,Germany,"DF-MF (FB, right)",Mainz 05,1. Bundesliga,675
1,8,16,1.56,389,17,7,12,a7a9d95a,Paco Alcácer,149,11,13,11,11,15,16,Torrent,Spain,FW,Villarreal,1. La Liga,676
1,7,14,2.38,231,13,8,3,a7a9d95a,Paco Alcácer,149,11,13,11,11,15,16,Torrent,Spain,FW,Dortmund,1. Bundesliga,677
2,19,37,2.97,695,14,14,15,a8542814,Héctor Herrera,150,14,16,14,13,13,14,Tijuana,Estado de Baja California,MF (CM-DM),Atlético Madrid,1. La Liga,678
0,0,0,0.0,1,0,0,0,a8a3d139,Jed Steer,123,12,8,13,2,13,12,Norwich,England,GK,Aston Villa,1. Premier League,679
5,72,93,3.24,2034,27,37,65,a8a874f1,Manuel Locatelli,137,13,8,16,13,13,13,Lecco,Italy,MF (CM-DM),Sassuolo,1. Serie A,680
2,29,29,1.84,718,52,33,38,a8d4428b,Josh Sargent,115,10,12,10,9,13,10,O'Fallon,Missouri,FW,Werder Bremen,1. Bundesliga,681
3,23,29,4.61,283,12,10,11,a8f21b9f,Carles Pérez,131,12,7,11,15,15,8,Granollers,Spain,FW-MF,Roma,1. Serie A,682
2,22,15,2.84,349,14,11,4,a8f21b9f,Carles Pérez,131,12,7,11,15,15,8,Granollers,Spain,FW-MF,Barcelona,1. La Liga,683
0,2,0,0.0,219,0,0,0,a92ab7be,Mark Flekken,119,8,11,10,2,15,10,Gemeente Kerkrade,Netherlands,GK,Freiburg,1. Bundesliga,684
2,28,43,1.77,1204,24,31,18,a96e5dc0,Jeremy Toljan,130,8,5,12,12,13,11,Stuttgart,Germany,"DF-MF (CB-FB, right)",Sassuolo,1. Serie A,685
0,0,1,0.5,33,0,0,0,a9dc785c,Neto,152,11,12,11,2,16,15,Araxá,Brazil,GK,Barcelona,1. La Liga,686
0,8,11,0.57,699,3,4,9,aad48be9,Niklas Stark,138,9,14,12,7,12,14,Neustadt an der Aisch,Germany,"DF-MF (CB-DM, right)",Hertha BSC,1. Bundesliga,687
1,17,10,2.88,158,12,11,5,aad53e64,Kike Barja,118,12,14,12,14,13,11,Noáin,Spain,MF,Osasuna,1. La Liga,688
3,69,60,1.67,1343,33,23,41,aae9d04a,Davide Faraoni,129,10,11,12,12,12,12,Bracciano,Italy,"DF-MF (CB-DM-FB, right)",Hellas Verona,1. Serie A,689
1,25,39,2.78,724,44,30,25,ab070c55,Christian Benteke,123,13,9,11,10,13,11,Kinshasa,Congo DR,FW,Crystal Palace,1. Premier League,690
0,0,3,0.09,425,0,0,5,ab13a5aa,Vicente Guaita,142,13,11,8,2,13,15,Torrent,Spain,GK,Crystal Palace,1. Premier League,691
4,20,104,3.44,1179,16,16,22,ab1ca213,Miguel Veloso,129,15,13,15,11,12,13,Coimbra Municipality,Portugal,MF (DM),Hellas Verona,1. Serie A,692
4,146,96,3.13,1430,56,58,37,ab651565,Nathan Redmond,143,12,4,12,15,14,13,Birmingham,England,"FW-MF (AM-WM, left)",Southampton,1. Premier League,693
0,7,19,3.2,296,8,10,4,ab700320,Arne Maier,130,14,11,14,13,12,12,Ludwigsfelde,Germany,MF,Hertha BSC,1. Bundesliga,694
1,17,35,1.53,1023,51,33,38,abb3bb95,Luuk de Jong,136,12,14,11,9,13,13,Aigle,Switzerland,FW,Sevilla,1. La Liga,695
3,107,59,3.0,1134,71,49,41,ac05f970,Michail Antonio,134,10,9,11,14,14,9,Wandsworth,England,FW-MF (WM),West Ham,1. Premier League,696
0,0,0,0.0,73,0,0,0,ac4003af,Marco Sportiello,129,6,11,7,3,14,13,Desio,Italy,GK,Atalanta,1. Serie A,697
1,27,37,1.87,1051,23,15,31,ac73ec79,Nordi Mukiele,133,12,9,13,12,13,10,Montreuil,France,"DF-MF (CB-FB, right)",RB Leipzig,1. Bundesliga,698
1,2,3,0.28,297,2,3,8,ac7e640b,Mattia Caldara,140,7,12,13,7,12,14,Bergamo,Italy,DF (CB),Atalanta,1. Serie A,699
2,5,10,0.67,723,6,4,6,ac861941,Eric Dier,144,12,13,14,10,10,12,Cheltenham,England,DF-MF (CB-DM),Tottenham,1. Premier League,700
0,8,25,1.94,529,7,4,7,ad00b1a8,Benno Schmitz,121,10,8,13,9,11,13,Munich,Germany,"DF (FB, right)",Köln,1. Bundesliga,701
2,15,25,0.85,1222,19,12,46,ad1ffcfd,Vicente Iborra,142,13,14,14,7,10,13,Moncada,Spain,MF (AM-DM),Villarreal,1. La Liga,702
0,0,1,1.53,17,1,0,1,aded8e6f,Riccardo Calafiori,58,7,11,8,2,14,9,Rome,Italy,DF,Roma,1. Serie A,703
0,9,12,0.35,2211,9,7,21,adfc9123,Gerard Piqué,169,15,16,16,13,10,15,Barcelona,Spain,"DF (CB, right)",Barcelona,1. La Liga,704
1,21,25,3.01,454,15,16,18,ae44e8e2,Dani Olmo,152,17,8,15,17,14,14,Terrassa,Spain,FW-MF (AM),RB Leipzig,1. Bundesliga,705
0,4,1,0.16,173,3,1,6,ae7058f9,Julian Chabot,125,7,11,12,7,11,12,Hanau,Germany,"DF (CB, left)",Sampdoria,1. Serie A,706
0,17,13,1.35,328,21,19,19,aed746df,Édgar Méndez,124,12,8,12,14,13,10,Arafo,Spain,FW-MF (AM-WM),Alavés,1. La Liga,707
5,117,67,3.4,1045,52,58,22,aeed5c06,Moussa Diaby,145,13,6,14,16,16,9,Paris,France,FW-MF (AM),Leverkusen,1. Bundesliga,708
0,0,3,0.12,553,1,0,6,afb0c500,Alexander Nübel,140,9,10,12,1,15,12,Paderborn,Germany,GK,Schalke 04,1. Bundesliga,709
0,11,12,1.4,452,7,8,9,b0616e3d,Sergio Escudero,140,12,8,13,12,14,12,Valladolid,Spain,"DF-MF (FB, left)",Sevilla,1. La Liga,710
1,7,15,0.61,866,6,7,24,b0a0698b,Rafael Czichos,125,12,16,13,9,9,13,Jeddah,Saudi Arabia,"DF (CB-FB, left)",Köln,1. Bundesliga,711
6,120,186,5.18,1776,62,78,180,b0b4fd3e,Jack Grealish,163,16,12,15,17,15,11,Birmingham,England,"FW-MF (AM-WM, left)",Aston Villa,1. Premier League,712
6,93,107,3.65,1266,53,58,51,b0f7e36c,Federico Chiesa,163,13,12,14,17,16,13,Genoa,Italy,FW-MF (WM),Fiorentina,1. Serie A,713
1,14,19,1.35,450,11,10,10,b0fce72c,Mikel Vesga,127,12,8,12,8,12,13,Vitoria-Gasteiz,Spain,"MF (CM, left)",Athletic Club,1. La Liga,714
1,16,34,2.45,647,27,18,31,b1236c63,Ilija Nestorovski,127,10,17,11,11,14,13,Prilep,North Macedonia,FW,Udinese,1. Serie A,715
0,31,18,4.54,307,12,7,8,b19db005,Ousmane Dembélé,159,13,5,12,18,17,9,Vernon,France,FW-MF (AM),Barcelona,1. La Liga,716
0,2,5,0.64,412,1,2,6,b217ef29,Joël Matip,154,10,8,14,13,14,15,Bochum,Germany,"DF-MF (CB-DM, right)",Liverpool,1. Premier League,717
0,4,5,0.68,186,0,5,9,b233e8e4,Jeison Murillo,135,12,12,12,8,13,10,Barranquilla,Colombia,DF (CB),Sampdoria,1. Serie A,718
0,2,2,0.12,530,5,1,22,b233e8e4,Jeison Murillo,135,12,12,12,8,13,10,Barranquilla,Colombia,DF (CB),Celta Vigo,1. La Liga,719
1,51,23,1.6,547,28,36,35,b28bbd58,Andros Townsend,134,10,10,10,15,13,12,Leytonstone,England,"FW-MF (AM-WM, right)",Crystal Palace,1. Premier League,720
3,262,106,2.91,1956,123,172,147,b2bc3b1f,Wilfried Zaha,154,11,10,10,16,16,9,Abidjan,Côte d'Ivoire,FW-MF (AM-WM),Crystal Palace,1. Premier League,721
0,0,1,15.0,3,0,0,0,b2d03887,Víctor Camarasa,135,13,13,15,13,13,12,Meliana,Spain,MF,Crystal Palace,1. Premier League,722
1,29,24,1.67,512,23,12,16,b2d03887,Víctor Camarasa,135,13,13,15,13,13,12,Meliana,Spain,MF,Alavés,1. La Liga,723
0,16,32,3.21,477,17,7,9,b2d0ec1b,Nolito,139,13,14,13,15,14,14,Sanlúcar de Barrameda,Spain,"FW-MF (AM-WM, left)",Sevilla,1. La Liga,724
1,6,15,4.17,178,4,6,3,b2d0ec1b,Nolito,139,13,14,13,15,14,14,Sanlúcar de Barrameda,Spain,"FW-MF (AM-WM, left)",Celta Vigo,1. La Liga,725
0,43,34,1.06,1438,25,37,14,b2d31e83,Dan Burn,127,9,14,12,9,8,12,Blyth,England,"DF (CB, left)",Brighton,1. Premier League,726
0,72,33,1.86,536,24,51,38,b3325a30,Suat Serdar,136,12,12,12,14,10,14,Bingen am Rhein,Germany,MF (CM),Schalke 04,1. Bundesliga,727
3,47,37,1.32,1232,23,18,29,b3af9be1,Takehiro Tomiyasu,132,11,8,13,12,11,14,Fukuoka,Japan,"DF (FB, right)",Bologna,1. Serie A,728
1,10,23,1.7,499,13,8,12,b3b7f5a6,Timothy Chandler,127,9,10,10,10,11,14,Frankfurt am Main,Germany,"DF-MF (FB-WM, right)",Eint Frankfurt,1. Bundesliga,729
1,128,117,3.97,1688,51,71,49,b400bde0,Raheem Sterling,174,13,6,13,17,19,14,Kingston,Jamaica,FW-MF (AM-WM),Manchester City,1. Premier League,730
1,16,45,1.41,1409,68,29,63,b418dbd4,Raúl García,124,9,13,10,10,12,14,Zizur Mayor/Zizur Nagusia,Spain,FW-MF (AM-DM),Athletic Club,1. La Liga,731
1,16,45,1.41,1409,68,29,63,b418dbd4,Raúl García,150,13,13,14,11,12,15,Zizur Mayor/Zizur Nagusia,Spain,FW-MF (AM-DM),Athletic Club,1. La Liga,732
0,9,17,0.49,1501,4,4,13,b4a014b1,Diego Carlos,144,8,9,12,7,12,14,Barra Bonita,Brazil,DF (CB),Sevilla,1. La Liga,733
1,42,46,1.54,1710,106,78,42,b4cf5806,Sebastian Andersson,129,10,11,10,9,12,16,Ängelholm,Sweden,FW,Union Berlin,1. Bundesliga,734
2,13,32,2.4,731,26,24,29,b500b384,Admir Mehmedi,133,14,6,13,15,14,10,Gostivar,North Macedonia,FW-MF (AM),Wolfsburg,1. Bundesliga,735
6,110,87,2.42,1838,97,88,44,b561db50,Raúl Jiménez,147,11,8,12,14,12,14,Tepeji de Ocampo,Estado de Hidalgo,FW,Wolves,1. Premier League,736
0,16,7,0.54,508,4,3,14,b5bf1770,Lyanco,133,10,10,12,11,13,12,Vitória,Brazil,DF (CB),Torino,1. Serie A,737
0,40,21,0.95,818,15,23,25,b5dd3469,Nemanja Radoja,137,12,15,14,10,11,16,Novi Sad,Serbia,DF-MF (CM-DM),Levante,1. La Liga,738
7,73,71,3.15,1090,51,35,35,b66315ae,Gabriel Jesus,156,13,7,14,16,17,14,São Paulo,Brazil,FW-MF,Manchester City,1. Premier League,739
2,9,24,0.84,1150,5,3,10,b6964eb6,Chris Smalling,150,7,12,11,7,12,11,Greenwich,England,DF (CB),Roma,1. Serie A,740
2,21,42,5.23,514,12,14,19,b70bde8f,Stefano Sensi,152,15,11,16,14,16,14,Urbino,Italy,MF (CM),Inter,1. Serie A,741
1,19,12,0.43,1338,16,11,29,b742cc0d,Marc Bartra,148,12,11,13,12,14,15,Sant Jaume dels Domenys,Spain,DF (CB-FB),Betis,1. La Liga,742
0,18,24,0.77,898,14,12,15,b77f44a4,Marvin Friedrich,123,12,10,12,7,8,12,Kassel,Germany,"DF (CB, right)",Union Berlin,1. Bundesliga,743
2,5,16,0.54,692,2,3,8,b7c99b9b,Víctor Laguardia,131,10,12,10,8,10,15,Zaragoza,Spain,"DF (CB, right)",Alavés,1. La Liga,744
1,7,6,0.19,1344,4,1,24,b7ca5c51,Gabriel Paulista,147,10,14,12,10,13,14,Fortaleza,Brazil,DF (CB),Valencia,1. La Liga,745
2,12,20,2.67,467,6,8,2,b825a650,Kevin Kampl,145,15,10,14,14,16,11,Solingen,Germany,MF (AM-CM-DM),RB Leipzig,1. Bundesliga,746
3,29,26,2.7,494,9,12,11,b827d5b3,Marc Albrighton,135,14,7,14,13,12,16,Tamworth,England,DF-FW-MF (AM-WM),Leicester City,1. Premier League,747
0,52,85,3.54,1478,28,40,46,b853e0ad,Fred,130,14,14,13,10,9,11,Belo Horizonte,Brazil,FW-MF (AM-DM),Manchester Utd,1. Premier League,748
2,99,99,4.36,1106,71,47,58,b8a642fc,Samuel Chukwueze,135,10,10,12,17,14,10,Umuahia,Nigeria,FW-MF,Villarreal,1. La Liga,749
0,18,14,0.84,424,11,9,28,b8c1de25,Maxime Gonalons,140,12,13,14,10,13,12,Vénissieux,France,MF (CM-DM),Granada,1. La Liga,750
2,17,27,0.77,1641,8,7,41,b96b595c,Francesco Acerbi,157,13,14,12,7,10,16,Vizzolo Predabissi,Italy,DF (CB),Lazio,1. Serie A,751
0,46,53,2.75,1045,26,32,14,b9fbae28,N'Golo Kanté,165,14,5,13,11,14,15,Paris,France,MF (CM-DM),Chelsea,1. Premier League,752
0,6,28,4.26,354,4,3,3,ba3d3bea,Danilo Cataldi,133,12,12,13,11,13,12,Rome,Italy,MF (CM-DM),Lazio,1. Serie A,753
4,36,75,2.6,807,21,15,50,ba5004e1,Damián Suárez,132,9,12,12,12,14,13,Montevideo,Uruguay,"DF (FB, right)",Getafe,1. La Liga,754
1,30,32,2.52,585,12,28,13,bb5fbd2b,Solly March,130,13,6,13,14,13,12,Eastbourne,England,DF-FW-MF,Brighton,1. Premier League,755
1,8,14,0.54,1291,5,4,17,bba30585,Diego Llorente,145,9,11,13,9,11,15,Madrid,Spain,DF (CB),Real Sociedad,1. La Liga,756
4,84,58,2.95,749,26,35,33,bbafc0c4,Cristian Ansaldi,143,12,9,13,14,14,13,Rosario,Argentina,"DF-MF (FB-WM, left)",Torino,1. Serie A,757
3,39,44,1.75,750,27,21,26,bbd86530,Christopher Lenz,105,11,9,11,10,11,13,Land Berlin,Germany,"DF-MF (FB, left)",Union Berlin,1. Bundesliga,758
0,1,5,0.63,411,0,0,2,bc6f5f06,Sergi Gómez,138,14,14,14,10,10,13,Arenys De Mar,Spain,DF (CB),Sevilla,1. La Liga,759
5,48,45,2.31,835,32,37,35,bc7dc64d,Bukayo Saka,138,13,3,12,16,17,9,London,England,DF-FW-MF,Arsenal,1. Premier League,760
1,1,4,0.12,700,1,0,1,bcb2ccd8,Péter Gulácsi,144,7,10,10,2,14,17,Budapest főváros,Hungary,GK,RB Leipzig,1. Bundesliga,761
1,16,12,0.52,1703,1,7,13,bd142efb,Jonathan Tah,147,10,10,13,9,11,12,Hamburg,Germany,"DF (CB, right)",Leverkusen,1. Bundesliga,762
0,63,44,3.28,970,11,13,12,bd6351cd,João Cancelo,158,14,7,15,17,16,10,Barreiro,Portugal,"DF-MF (CB-FB, right)",Manchester City,1. Premier League,763
0,7,8,2.41,144,4,4,8,bdc74a8f,Gonzalo Villar,120,15,7,16,13,13,9,Murcia,Spain,MF,Roma,1. Serie A,764
0,7,5,0.29,536,6,4,13,be170419,Unai Núñez,143,10,11,11,7,13,15,Portugalete,Spain,"DF (CB, right)",Athletic Club,1. La Liga,765
0,1,2,3.1,41,3,1,2,be42a291,Hannes Wolf,133,14,8,12,14,14,11,Graz,Austria,FW-MF,RB Leipzig,1. Bundesliga,766
0,17,26,2.45,508,5,3,17,be927d03,Ashley Young,135,8,14,12,12,14,12,Stevenage,England,"DF-FW-MF (FB-WM, left)",Manchester Utd,1. Premier League,767
4,18,42,3.19,547,10,8,22,be927d03,Ashley Young,135,8,14,12,12,14,12,Stevenage,England,"DF-FW-MF (FB-WM, left)",Inter,1. Serie A,768
3,44,69,2.18,1418,32,36,41,beb882a8,Maximilian Eggestein,141,13,10,14,10,12,13,Hanover,Germany,"MF (AM-CM-DM, right)",Werder Bremen,1. Bundesliga,769
4,127,115,3.92,1486,68,74,139,bece776f,Nabil Fekir,153,16,16,16,16,16,13,Lyon,France,FW-MF (AM),Betis,1. La Liga,770
6,87,48,3.03,881,27,41,17,bee0bab1,Karim Bellarabi,146,12,7,12,16,15,10,Land Berlin,Germany,"FW-MF (AM-WM, right)",Leverkusen,1. Bundesliga,771
0,48,31,2.4,546,28,32,40,bf075f6b,Roland Sallai,124,15,7,14,13,13,9,Budapest főváros,Hungary,FW-MF,Freiburg,1. Bundesliga,772
1,10,34,2.02,834,3,4,19,bf309d24,Amadou Diawara,144,12,8,16,12,14,12,Conakry,Guinea,MF (CM-DM),Roma,1. Serie A,773
1,5,6,6.59,62,4,5,4,bf356094,Ebrima Colley,102,10,10,11,12,13,10,Serrekunda,Gambia,FW,Atalanta,1. Serie A,774
0,18,29,3.51,408,21,15,36,bf57eaab,Federico Bonazzoli,120,11,9,12,12,13,11,Manerbio,Italy,FW,Sampdoria,1. Serie A,775
0,14,8,0.47,549,6,14,8,bf8fad51,Kortney Hause,125,9,10,11,9,14,11,London,England,DF (CB),Aston Villa,1. Premier League,776
2,93,76,2.87,1240,41,46,68,c05dfb74,Iker Muniain,154,14,12,15,16,17,11,Pamplona,Spain,"FW-MF (AM-WM, left)",Athletic Club,1. La Liga,777
2,41,49,2.61,1134,12,25,39,c0617e2b,Dani Ceballos,142,15,11,16,15,14,12,Utrera,Spain,MF (CM-WM),Arsenal,1. Premier League,778
3,29,47,1.89,800,20,16,22,c067631c,Ryan Fredericks,130,8,10,12,14,15,12,Potters Bar,England,"DF (FB, right)",West Ham,1. Premier League,779
2,74,58,1.95,1573,127,82,49,c17bfb65,Joelinton,130,13,9,12,12,11,12,Aliança,Brazil,FW-MF,Newcastle Utd,1. Premier League,780
6,51,52,2.21,1143,31,24,27,c1b7847c,Konrad Laimer,136,12,10,12,12,12,12,Salzburg,Austria,DF-MF (CM-WM),RB Leipzig,1. Bundesliga,781
2,18,54,2.0,1089,23,21,40,c2009df3,Jonas Hector,142,11,13,13,11,11,16,Saarbrücken,Germany,"DF-MF (DM-FB, left)",Köln,1. Bundesliga,782
0,1,0,0.0,90,1,1,1,c2111b45,Jesús Vallejo,128,12,14,12,9,12,12,Zaragoza,Spain,DF (CB),Wolves,1. Premier League,783
0,1,1,0.14,171,0,1,1,c2111b45,Jesús Vallejo,128,12,14,12,9,12,12,Zaragoza,Spain,DF (CB),Granada,1. La Liga,784
3,40,52,1.75,1124,28,38,23,c2211709,Ellyes Skhiri,135,12,14,15,14,14,14,Lunel,France,MF (CM-DM),Köln,1. Bundesliga,785
0,0,5,0.66,340,1,2,4,c235e803,Matteo Gabbia,102,12,10,12,8,11,9,Busto Arsizio,Italy,DF,Milan,1. Serie A,786
1,11,8,0.78,703,5,9,24,c3ee18ef,Lucas Hernández,151,10,13,12,11,13,15,Marseille,France,"DF (CB-FB, left)",Bayern Munich,1. Bundesliga,787
1,14,22,0.74,1425,8,14,20,c40b6180,Adam Webster,129,12,12,13,11,10,12,Chichester,England,DF (CB),Brighton,1. Premier League,788
0,0,1,0.25,74,0,0,1,c41f7379,Philipp Pentke,110,6,14,10,1,12,13,Freiberg,Germany,GK,Hoffenheim,1. Bundesliga,789
3,47,83,2.73,1581,73,63,42,c4e87b8b,Wout Weghorst,137,10,14,12,9,12,13,Gemeente Borne,Netherlands,FW,Wolfsburg,1. Bundesliga,790
0,39,21,2.49,450,21,17,14,c50cee19,Andreas Skov Olsen,128,12,7,13,15,13,13,Hillerød,Denmark,"FW-MF (AM, right)",Bologna,1. Serie A,791
6,21,41,1.41,1333,5,18,24,c56dc39e,Rafael Tolói,144,10,11,12,11,13,14,Glória d'Oeste,Brazil,"DF (CB, right)",Atalanta,1. Serie A,792
1,48,58,1.8,1390,105,55,47,c596fcb0,Callum Wilson,146,11,9,13,14,13,13,Coventry,England,FW,Bournemouth,1. Premier League,793
1,5,14,3.35,247,4,1,6,c5adc293,Faouzi Ghoulam,144,12,7,14,13,14,13,Saint-Priest-en-Jarez,France,"DF (FB, left)",Napoli,1. Serie A,794
0,0,10,0.35,1064,3,3,7,c5b7c315,Michael Keane,137,10,12,12,8,9,12,Stockport,England,DF (CB),Everton,1. Premier League,795
0,2,2,8.57,13,1,0,0,c6608135,Darko Churlinov,108,13,5,12,14,13,9,Skopje,North Macedonia,MF,Köln,1. Bundesliga,796
0,6,18,0.62,833,6,2,28,c67cd65c,Rúben Vezo,140,11,12,12,10,14,14,Setúbal,Portugal,DF (CB),Levante,1. La Liga,797
7,116,109,3.57,1843,85,72,70,c691bfe2,Sadio Mané,179,15,9,14,16,16,16,Sédhiou,Senegal,"FW-MF (AM, left)",Liverpool,1. Premier League,798
0,2,5,0.21,1220,5,2,16,c707411f,Kostas Manolas,155,9,13,11,8,12,13,Naxos,Greece,"DF (CB, right)",Napoli,1. Serie A,799
2,30,69,3.03,905,20,19,25,c7259b83,Rolando Mandragora,135,15,15,15,12,13,13,Naples,Italy,MF (CM-DM),Udinese,1. Serie A,800
3,92,59,2.07,1137,70,52,39,c77a8043,Antonio Puertas,128,12,8,12,13,14,13,Benahadux,Spain,FW-MF (AM),Granada,1. La Liga,801
0,2,4,1.39,101,4,1,8,c78b352d,Thierry Correia,126,11,10,11,12,14,13,Portugal,Portugal,DF,Valencia,1. La Liga,802
0,0,2,0.25,120,0,0,1,c89e8aae,Pavao Pervan,124,7,11,10,3,12,13,Livno,Bosnia and Herzegovina,GK,Wolfsburg,1. Bundesliga,803
0,19,16,0.86,564,6,12,26,c8aa95da,Fabian Schär,134,14,11,14,12,10,11,Wil,Switzerland,DF (CB),Newcastle Utd,1. Premier League,804
3,26,30,1.81,545,11,18,7,c8c60119,Almamy Touré,130,12,9,13,11,13,11,Bamako Region,Mali,"DF (FB, right)",Eint Frankfurt,1. Bundesliga,805
3,29,39,3.66,583,43,28,13,c92e1a31,Kelechi Iheanacho,133,11,6,14,12,15,12,Imo State,Nigeria,FW-MF,Leicester City,1. Premier League,806
6,63,64,2.52,1097,33,46,67,c931d9f9,Daniel James,138,9,4,10,14,13,12,Swansea,Wales,FW-MF (AM),Manchester Utd,1. Premier League,807
2,45,30,1.21,719,25,31,25,c951a6df,Isaac Hayden,129,10,12,14,11,11,12,Chelmsford,England,DF-MF (CB-CM-DM),Newcastle Utd,1. Premier League,808
2,42,36,2.19,806,39,30,40,c9e39d91,Brais Méndez,136,15,7,15,14,15,11,Mos,Spain,"FW-MF (AM-CM, right)",Celta Vigo,1. La Liga,809
2,66,67,2.43,1197,97,64,84,ca618d23,Lucas Höler,127,12,10,10,13,12,12,Achim,Germany,FW-MF,Freiburg,1. Bundesliga,810
1,23,37,1.26,1436,8,18,16,ca8033cb,Lukas Klostermann,137,9,11,11,8,9,12,Herdecke,Germany,"DF (CB-FB, right)",RB Leipzig,1. Bundesliga,811
2,59,68,2.89,995,51,30,58,cac2537b,Enis Bardhi,136,14,8,15,15,13,13,Skopje,North Macedonia,MF (CM-WM),Levante,1. La Liga,812
0,1,2,0.32,194,1,3,3,caffaf5a,Maya Yoshida,127,11,12,10,7,13,11,Nagasaki-shi,Japan,DF (CB),Southampton,1. Premier League,813
1,3,5,0.38,420,0,1,6,caffaf5a,Maya Yoshida,127,11,12,10,7,13,11,Nagasaki-shi,Japan,DF (CB),Sampdoria,1. Serie A,814
1,12,28,1.28,951,17,12,27,cb574619,Hugo Mallo,146,10,12,12,11,13,16,Marín,Spain,"DF (FB, right)",Celta Vigo,1. La Liga,815
0,1,1,0.08,221,0,0,0,cbac6ec9,Florian Müller,126,10,9,12,3,14,11,Saarlouis,Germany,GK,Mainz 05,1. Bundesliga,816
0,0,0,0.0,8,1,0,0,cbdf7d5c,Darío Poveda,109,6,9,7,15,14,10,San Vicent del Raspeig,Spain,FW,Atlético Madrid,1. La Liga,817
1,39,21,0.97,657,12,17,35,cc2d7ad5,Charlie Taylor,130,7,8,12,12,13,13,York,England,"DF (FB, left)",Burnley,1. Premier League,818
1,29,41,2.88,781,14,18,26,cc700722,Allan,159,13,13,15,14,14,15,Rio de Janeiro,Brazil,"DF-MF (CM-DM-FB, right)",Napoli,1. Serie A,819
5,29,56,3.33,922,17,17,28,cc86b9a3,Leon Goretzka,150,13,14,14,11,11,12,Bochum,Germany,MF (AM-CM-DM),Bayern Munich,1. Bundesliga,820
1,19,18,0.9,942,12,17,43,cce181df,Geoffrey Kondogbia,146,13,8,15,15,13,10,Nemours,France,MF (CM-DM),Valencia,1. La Liga,821
0,0,1,0.62,61,1,0,1,cce9f582,Giangiacomo Magnani,122,9,11,9,7,10,13,Correggio,Italy,DF (CB),Sassuolo,1. Serie A,822
0,1,0,0.0,32,0,1,2,cce9f582,Giangiacomo Magnani,122,9,11,9,7,10,13,Correggio,Italy,DF (CB),Brescia,1. Serie A,823
13,56,151,4.28,2363,36,22,10,cd1acf9d,Trent Alexander-Arnold,159,16,13,18,13,14,13,Liverpool,England,"DF (FB, right)",Liverpool,1. Premier League,824
0,12,16,2.05,318,23,23,10,cd82452e,André Hahn,134,10,11,9,12,11,14,Otterndorf,Germany,FW-MF (WM),Augsburg,1. Bundesliga,825
0,0,3,0.09,579,0,0,2,cda0b317,Joel Robles,131,12,10,13,1,13,10,Getafe,Spain,GK,Betis,1. La Liga,826
0,0,3,0.14,515,0,0,3,ce17b5eb,Kevin Trapp,144,7,9,9,1,14,13,Merzig,Germany,GK,Eint Frankfurt,1. Bundesliga,827
2,16,58,2.9,935,17,21,29,ce30bfc8,Roberto Gagliardini,143,11,10,14,11,12,13,Bergamo,Italy,MF (CM-DM),Inter,1. Serie A,828
0,12,14,0.54,1698,6,5,14,ce4246f5,Kurt Zouma,156,8,13,11,9,11,12,Lyon,France,DF (CB),Chelsea,1. Premier League,829
0,19,9,0.99,354,22,19,11,ce5143da,Danny Welbeck,138,12,4,11,14,15,12,Manchester,England,FW-MF (WM),Watford,1. Premier League,830
4,63,54,2.63,1102,45,56,37,cea4ee8f,Dele Alli,156,15,7,15,16,15,11,Milton Keynes,England,FW-MF (AM),Tottenham,1. Premier League,831
3,49,60,1.75,1347,42,44,44,cee31595,James McArthur,132,13,12,10,11,14,13,Glasgow,Scotland,MF (CM),Crystal Palace,1. Premier League,832
0,0,0,0.0,43,0,0,3,cf1c23d8,Daniele Padelli,124,11,9,11,3,14,13,Lecco,Italy,GK,Inter,1. Serie A,833
0,7,9,1.59,213,8,8,5,cf623c78,Erik Durm,128,10,8,12,12,13,12,Pirmasens,Germany,DF-FW-MF (FB),Eint Frankfurt,1. Bundesliga,834
