id,season,country,comp_level,lg_finish,squad,age,minutes_90s,cards_yellow,cards_red,fouls,fouled,offsides,crosses,aerials_won,aerials_won_pct
a5ec3ede,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,8.9,2,0,13,14,0,0,38,63.3
a6154613,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,22.2,4,0,17,35,17,19,5,41.7
a65ce836,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,10.6,5,0,13,17,0,4,14,70
a65ce836,2019-2020,ITA,1. Serie A,1st,Juventus,25,3.2,2,0,12,5,0,4,2,100
a6951bf8,2019-2020,ESP,1. La Liga,9th,Valencia,28,21.2,8,1,37,31,2,3,21,67.7
a69cc629,2019-2020,ITA,1. Serie A,15th,Sampdoria,18,0.8,2,1,4,0,0,0,0,0
a69e4806,2019-2020,ITA,1. Serie A,7th,Napoli,24,11.4,3,0,25,42,6,34,10,38.5
a6de370d,2019-2020,ESP,1. La Liga,15th,Betis,28,35.1,5,0,36,64,2,76,6,15.4
a6de6361,2019-2020,ENG,1. Premier League,17th,Aston Villa,33,19.9,0,0,1,3,0,0,1,100
a70b8345,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,9,0,0,0,1,0,0,0,NULL
a712ca2b,2019-2020,ENG,1. Premier League,16th,West Ham,22,30.7,8,0,37,12,1,1,84,68.3
a73c8f95,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,11.8,2,0,14,3,0,0,25,50
a7813ac4,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,19,3,0,12,10,0,83,19,45.2
a7a9d95a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,5.9,0,0,2,3,7,2,4,21.1
a7a9d95a,2019-2020,ESP,1. La Liga,5th,Villarreal,25,10.3,1,0,4,12,13,3,8,30.8
a83d8b0c,2019-2020,ESP,1. La Liga,5th,Villarreal,21,9.9,2,0,22,24,0,27,5,23.8
a8542814,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,12.5,1,0,21,15,2,12,28,80
a8a3d139,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,0.1,0,0,0,0,0,0,0,NULL
a8a874f1,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,28.7,9,0,54,65,0,26,28,45.9
a8d4428b,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,19,15.7,2,0,23,38,6,5,40,42.6
a8f21b9f,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,5.3,0,0,4,4,2,13,1,11.1
a8f21b9f,2019-2020,ITA,1. Serie A,5th,Roma,21,6.3,2,0,14,11,0,1,1,10
a92ab7be,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,10,0,0,1,0,0,0,0,NULL
a96e5dc0,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,24.3,8,0,27,18,2,47,9,25
a9dc785c,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,2,0,0,0,0,0,0,0,NULL
aa0ac32d,2019-2020,ESP,1. La Liga,12th,Levante,30,5.4,0,0,9,3,0,0,13,48.1
aad48be9,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,19.2,8,0,33,9,0,0,37,58.7
aad53e64,2019-2020,ESP,1. La Liga,10th,Osasuna,22,3.5,0,0,8,5,0,8,5,38.5
aae9d04a,2019-2020,ITA,1. Serie A,9th,Hellas Verona,27,35.9,6,0,38,41,4,95,41,49.4
ab070c55,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14,4,1,29,25,12,8,118,53.9
ab13a5aa,2019-2020,ENG,1. Premier League,14th,Crystal Palace,32,35,1,0,0,5,0,0,0,0
ab1ca213,2019-2020,ITA,1. Serie A,9th,Hellas Verona,33,31.2,6,0,41,22,0,63,48,55.8
ab4449d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,37,2,0,0,5,0,0,0,NULL
ab651565,2019-2020,ENG,1. Premier League,11th,Southampton,25,30.7,2,0,30,37,5,48,20,26
ab700320,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,5.9,0,0,6,4,0,7,2,22.2
abb3bb95,2019-2020,ESP,1. La Liga,4th,Sevilla,28,22.9,2,0,34,38,15,5,123,54.9
abe66106,2019-2020,ENG,1. Premier League,6th,Tottenham,27,13.5,3,0,40,33,1,10,5,20.8
ac05f970,2019-2020,ENG,1. Premier League,16th,West Ham,29,19.6,3,0,41,41,12,52,76,39.8
ac295d9e,2019-2020,ESP,1. La Liga,14th,Eibar,27,35,3,0,1,2,0,0,0,NULL
ac4003af,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,5.8,0,0,0,0,0,0,0,NULL
ac73ec79,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,19.8,1,0,16,31,2,34,49,79
ac7e640b,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,10.7,1,0,20,8,1,1,33,63.5
ac861941,2019-2020,ENG,1. Premier League,6th,Tottenham,25,14.9,5,0,24,6,1,1,79,68.7
ad00b1a8,2019-2020,GER,1. Bundesliga,14th,Köln,24,12.9,1,0,26,7,0,22,22,46.8
ad1ffcfd,2019-2020,ESP,1. La Liga,5th,Villarreal,31,29.4,10,1,66,46,1,3,78,56.9
ad3389d5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,34,1,0,0,2,0,0,0,NULL
ad6df2d5,2019-2020,ITA,1. Serie A,1st,Juventus,29,25.3,10,0,39,28,0,25,18,58.1
aded8e6f,2019-2020,ITA,1. Serie A,5th,Roma,17,0.7,0,0,1,1,0,1,0,NULL
adfc9123,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,34.4,15,0,34,21,0,3,128,76.2
ae44e8e2,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.3,1,0,11,18,0,8,16,59.3
ae4e2852,2019-2020,ITA,1. Serie A,1st,Juventus,26,5.2,1,0,0,6,0,9,7,46.7
ae7058f9,2019-2020,ITA,1. Serie A,15th,Sampdoria,21,6.3,1,1,10,6,0,0,21,67.7
aed746df,2019-2020,ESP,1. La Liga,16th,Alavés,29,9.6,3,0,25,19,11,11,13,35.1
aeed5c06,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,19.7,3,0,15,22,9,85,3,17.6
afb0c500,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,25.7,1,1,0,6,0,0,0,NULL
b05e2dbd,2019-2020,ESP,1. La Liga,9th,Valencia,24,22.1,5,0,18,31,2,70,19,37.3
b0616e3d,2019-2020,ESP,1. La Liga,4th,Sevilla,29,8.6,2,0,13,9,0,18,21,56.8
b0a0698b,2019-2020,GER,1. Bundesliga,14th,Köln,29,24.5,4,1,32,24,1,4,67,60.4
b0b4fd3e,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,35.9,8,0,37,180,4,67,17,32.7
b0c71810,2019-2020,ENG,1. Premier League,11th,Southampton,25,8.5,2,0,29,25,2,30,8,42.1
b0f7e36c,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,29.3,7,0,55,51,7,54,6,16.7
b0fce72c,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,14.1,3,0,34,10,0,13,37,60.7
b1236c63,2019-2020,ITA,1. Serie A,13th,Udinese,29,13.9,4,0,44,31,8,8,29,42.6
b14d0c5d,2019-2020,ESP,1. La Liga,15th,Betis,29,13.1,1,0,9,5,0,0,27,67.5
b19db005,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,4,1,1,1,8,4,15,1,33.3
b1cd37e6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,32.9,4,0,37,42,4,223,21,72.4
b217ef29,2019-2020,ENG,1. Premier League,1st,Liverpool,27,7.8,0,0,6,6,0,0,46,90.2
b233e8e4,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,17,5,0,21,22,3,0,52,59.8
b233e8e4,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,7.4,3,1,8,9,2,4,13,52
b28bbd58,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14.4,0,0,12,35,1,44,4,25
b2bc3b1f,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,36.4,5,0,53,147,16,85,16,29.6
b2d03887,2019-2020,ESP,1. La Liga,16th,Alavés,25,14.4,1,0,16,16,2,13,12,44.4
b2d03887,2019-2020,ENG,1. Premier League,14th,Crystal Palace,25,0.1,0,0,0,0,0,0,0,NULL
b2d0ec1b,2019-2020,ESP,1. La Liga,17th,Celta Vigo,32,3.6,3,1,12,3,1,1,0,0
b2d0ec1b,2019-2020,ESP,1. La Liga,4th,Sevilla,32,10,0,0,25,9,10,15,7,35
b2d31e83,2019-2020,ENG,1. Premier League,15th,Brighton,27,32,5,0,37,14,3,40,137,72.5
b3325a30,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,17.8,2,0,31,38,1,2,15,50
b3af9be1,2019-2020,ITA,1. Serie A,12th,Bologna,20,28.1,8,0,44,29,0,25,52,51
b3b7f5a6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,13.6,4,0,21,12,4,47,42,58.3
b400bde0,2019-2020,ENG,1. Premier League,2nd,Manchester City,24,29.5,5,0,34,49,12,63,20,36.4
b418dbd4,2019-2020,ESP,1. La Liga,11th,Athletic Club,33,31.9,11,0,78,63,18,35,186,53.9
b4a014b1,2019-2020,ESP,1. La Liga,4th,Sevilla,26,34.8,7,0,45,13,2,6,91,68.4
b4cf5806,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,29.8,5,0,62,42,21,24,229,51.6
b500b384,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,13.3,0,0,29,29,9,17,23,41.8
b50ec54b,2019-2020,GER,1. Bundesliga,14th,Köln,24,6.9,0,0,8,15,1,12,6,40
b561db50,2019-2020,ENG,1. Premier League,7th,Wolves,28,36,3,0,41,44,19,30,76,39.8
b579e83d,2019-2020,ESP,1. La Liga,8th,Getafe,23,6.4,4,0,9,7,0,10,24,66.7
b5bdf144,2019-2020,ESP,1. La Liga,20th,Espanyol,29,2,0,0,0,0,0,0,0,NULL
b5bf1770,2019-2020,ITA,1. Serie A,16th,Torino,22,13.1,5,0,18,14,1,4,19,54.3
b5dd3469,2019-2020,ESP,1. La Liga,12th,Levante,26,22.1,3,0,36,25,2,3,43,61.4
b66315ae,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,22.6,3,0,30,35,18,5,35,35.4
b6964eb6,2019-2020,ITA,1. Serie A,5th,Roma,29,28.5,3,0,37,10,1,6,91,73.4
b70bde8f,2019-2020,ITA,1. Serie A,2nd,Inter,23,8,2,0,14,19,0,25,3,42.9
b742cc0d,2019-2020,ESP,1. La Liga,15th,Betis,28,28,8,0,40,29,1,2,111,66.1
b77f44a4,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,31,11,1,43,15,0,8,99,58.2
b7a5bc86,2019-2020,ITA,1. Serie A,20th,SPAL,23,4.7,2,0,12,10,0,9,4,44.4
b7c99b9b,2019-2020,ESP,1. La Liga,16th,Alavés,29,29.5,9,1,37,8,2,4,60,69
b7ca5c51,2019-2020,ESP,1. La Liga,9th,Valencia,28,31.1,5,0,17,24,0,3,84,70.6
b7de5bad,2019-2020,ESP,1. La Liga,20th,Espanyol,19,14.1,2,0,18,24,0,42,9,29
b825a650,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,28,7.5,1,0,11,2,1,6,2,25
b827d5b3,2019-2020,ENG,1. Premier League,5th,Leicester City,29,9.6,2,0,9,11,1,49,2,28.6
b853e0ad,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,24,8,0,50,46,1,27,8,33.3
b857bd29,2019-2020,ESP,1. La Liga,19th,Mallorca,27,30.8,9,1,34,17,3,1,63,64.9
b8a642fc,2019-2020,ESP,1. La Liga,5th,Villarreal,20,22.8,2,0,19,58,12,45,11,26.8
b8c1de25,2019-2020,ESP,1. La Liga,7th,Granada,30,16.7,7,0,46,28,0,1,39,57.4
b96b595c,2019-2020,ITA,1. Serie A,4th,Lazio,31,35.1,4,0,30,41,5,24,72,67.3
b9fbae28,2019-2020,ENG,1. Premier League,4th,Chelsea,28,19.2,4,0,46,14,0,22,17,33.3
ba3d3bea,2019-2020,ITA,1. Serie A,4th,Lazio,24,6.6,3,0,6,3,0,11,5,71.4
ba5004e1,2019-2020,ESP,1. La Liga,8th,Getafe,31,28.8,15,0,63,50,0,67,36,41.9
bad38a94,2019-2020,ESP,1. La Liga,20th,Espanyol,30,27.7,9,0,48,32,2,48,54,49.1
bb5fbd2b,2019-2020,ENG,1. Premier League,15th,Brighton,25,12.7,2,0,14,13,2,48,15,50
bba30585,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,25.9,7,1,23,17,3,1,63,57.3
bbafc0c4,2019-2020,ITA,1. Serie A,16th,Torino,32,19.6,9,0,29,33,4,123,14,46.7
bbd86530,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,25.2,2,0,34,26,1,61,44,53.7
bc61cc65,2019-2020,ESP,1. La Liga,10th,Osasuna,31,12,4,0,19,12,1,18,7,31.8
bc6f5f06,2019-2020,ESP,1. La Liga,4th,Sevilla,27,8,4,0,7,2,0,1,24,51.1
bc7dc64d,2019-2020,ENG,1. Premier League,8th,Arsenal,17,19.5,6,0,22,35,10,45,12,24.5
bcb2ccd8,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,29,32,0,0,0,1,0,0,0,NULL
bd142efb,2019-2020,GER,1. Bundesliga,5th,Leverkusen,23,23.2,4,1,30,13,0,2,79,76
bd527260,2019-2020,GER,1. Bundesliga,14th,Köln,26,9.4,0,0,14,15,3,28,10,32.3
bd6351cd,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,13.4,4,0,21,12,0,36,22,52.4
bd992863,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,0.3,0,0,1,0,0,0,0,NULL
bdb624a3,2019-2020,ESP,1. La Liga,11th,Athletic Club,19,8.2,1,0,19,16,0,2,8,40
bdc74a8f,2019-2020,ITA,1. Serie A,5th,Roma,21,3.3,3,0,11,8,0,0,2,66.7
be170419,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,17.5,7,0,19,13,0,0,52,61.2
be42a291,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,0.6,0,0,2,2,0,0,1,33.3
be927d03,2019-2020,ITA,1. Serie A,2nd,Inter,34,13.2,1,0,7,22,4,31,7,50
be927d03,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,34,10.6,5,0,15,17,0,24,15,62.5
beb882a8,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,22,31.7,6,0,38,41,0,19,34,44.2
bece776f,2019-2020,ESP,1. La Liga,15th,Betis,26,29.3,10,2,78,139,14,42,26,36.1
bee0bab1,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,15.8,2,0,26,17,6,67,2,22.2
bee704fc,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,36.2,9,0,75,18,1,1,83,76.9
bf075f6b,2019-2020,GER,1. Bundesliga,8th,Freiburg,22,12.9,2,0,29,40,9,25,22,40
bf12926c,2019-2020,ESP,1. La Liga,15th,Betis,19,3.9,0,0,8,13,0,14,3,20
bf309d24,2019-2020,ITA,1. Serie A,5th,Roma,22,16.9,4,0,30,19,0,2,9,50
bf356094,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.9,1,0,2,4,0,0,1,50
bf39bdec,2019-2020,ITA,1. Serie A,19th,Brescia,27,20.5,8,0,53,91,16,13,53,35.6
bf57eaab,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,8.3,1,0,17,36,3,12,4,23.5
bf8fad51,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,17.2,3,0,26,8,1,0,102,73.4
bfae110f,2019-2020,ENG,1. Premier League,17th,Aston Villa,22,19.8,3,0,49,19,14,7,58,38.7
bfb15d99,2019-2020,ESP,1. La Liga,12th,Levante,23,2,0,0,0,2,0,0,0,NULL
bfd381b3,2019-2020,ESP,1. La Liga,19th,Mallorca,23,32.3,6,0,53,66,1,3,70,47.9
bfdb33aa,2019-2020,ENG,1. Premier League,19th,Watford,21,22.5,1,0,30,53,12,92,18,26.5
c00097d2,2019-2020,ESP,1. La Liga,12th,Levante,24,2.1,0,0,1,0,0,0,4,36.4
c05dfb74,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,26.5,4,1,32,68,2,31,8,27.6
c0617e2b,2019-2020,ENG,1. Premier League,8th,Arsenal,22,18.8,1,0,25,39,0,22,11,33.3
c067631c,2019-2020,ENG,1. Premier League,16th,West Ham,26,24.9,7,0,28,22,0,53,28,41.8
c0c7ff58,2019-2020,ITA,1. Serie A,7th,Napoli,23,29.8,2,0,26,32,0,19,13,59.1
c14bc029,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,34.1,10,0,71,31,6,29,109,52.2
c17bfb65,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,29.8,7,0,37,49,20,9,146,39.2
c18d22f5,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,32,8.5,2,0,9,7,0,16,13,59.1
c1949191,2019-2020,ENG,1. Premier League,12th,Everton,17,3.3,0,0,4,3,0,0,8,42.1
c1b7847c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,23.5,8,1,72,27,0,7,21,42.9
c2009df3,2019-2020,GER,1. Bundesliga,14th,Köln,29,27,9,0,32,40,2,23,62,52.1
c2111b45,2019-2020,ESP,1. La Liga,7th,Granada,22,7,1,0,5,1,1,0,6,35.3
c2111b45,2019-2020,ENG,1. Premier League,7th,Wolves,22,1.8,1,0,2,1,0,0,4,50
c2211709,2019-2020,GER,1. Bundesliga,14th,Köln,24,29.7,4,0,38,23,3,7,42,55.3
c235e803,2019-2020,ITA,1. Serie A,6th,Milan,19,7.6,1,0,14,4,0,0,28,70
c316607a,2019-2020,ITA,1. Serie A,8th,Sassuolo,29,7.9,0,0,9,4,1,1,13,50
c375dfa5,2019-2020,ITA,1. Serie A,18th,Lecce,28,6.1,1,0,18,18,3,3,33,66
c3ee18ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,10.2,3,0,14,24,0,7,21,77.8
c40b6180,2019-2020,ENG,1. Premier League,15th,Brighton,24,29.6,4,0,16,20,0,9,119,70
c41f7379,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,34,4,1,0,0,1,0,0,0,NULL
c4e87b8b,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,30.4,7,0,52,42,19,9,134,58
c50cee19,2019-2020,ITA,1. Serie A,12th,Bologna,19,8.4,2,0,14,14,3,34,5,31.3
c56dc39e,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,29,11,0,40,24,2,10,56,65.9
c596fcb0,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,32.3,10,0,61,47,34,31,54,26.2
c5adc293,2019-2020,ITA,1. Serie A,7th,Napoli,28,4.2,2,0,6,6,0,17,5,33.3
c5b7c315,2019-2020,ENG,1. Premier League,12th,Everton,26,28.4,3,0,23,7,0,3,134,63.5
c6608135,2019-2020,GER,1. Bundesliga,14th,Köln,19,0.2,0,0,1,0,1,1,0,0
c67cd65c,2019-2020,ESP,1. La Liga,12th,Levante,25,29,4,0,30,28,1,3,87,70.7
c691bfe2,2019-2020,ENG,1. Premier League,1st,Liverpool,27,30.5,3,0,48,70,14,52,35,30.7
c6e8cf1f,2019-2020,ITA,1. Serie A,16th,Torino,22,20.7,5,1,49,24,2,12,19,30.2
c707411f,2019-2020,ITA,1. Serie A,7th,Napoli,28,24.2,2,0,27,16,0,1,62,65.3
c7259b83,2019-2020,ITA,1. Serie A,13th,Udinese,22,22.8,2,0,50,25,1,26,22,50
c730da00,2019-2020,ITA,1. Serie A,5th,Roma,22,2.9,4,1,6,7,0,0,6,60
c7429db3,2019-2020,ESP,1. La Liga,10th,Osasuna,26,6,3,0,12,22,1,6,5,55.6
c77a8043,2019-2020,ESP,1. La Liga,7th,Granada,27,28.5,7,0,49,39,5,42,49,35.8
c78b352d,2019-2020,ESP,1. La Liga,9th,Valencia,20,2.9,0,0,3,8,0,3,0,0
c8387671,2019-2020,ENG,1. Premier League,1st,Liverpool,16,0.1,0,0,0,0,0,2,0,NULL
c89e8aae,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,31,8,0,0,0,1,1,0,0,NULL
c8aa95da,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,18.6,5,0,36,26,2,9,35,56.5
c8c60119,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,16.6,2,0,19,7,0,50,38,61.3
c92e1a31,2019-2020,ENG,1. Premier League,5th,Leicester City,22,10.7,1,0,25,13,9,4,3,9.4
c931d9f9,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,25.4,4,0,17,67,2,72,8,23.5
c951a6df,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,24.7,4,1,31,25,2,27,47,57.3
c9cb972b,2019-2020,ESP,1. La Liga,9th,Valencia,28,14.7,1,0,0,1,0,0,0,NULL
c9e39d91,2019-2020,ESP,1. La Liga,17th,Celta Vigo,22,16.4,4,0,26,40,5,22,25,39.7
ca618d23,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27.6,4,0,37,84,10,22,65,43.3
ca6edaa0,2019-2020,ESP,1. La Liga,19th,Mallorca,14,0.1,0,0,2,1,0,0,0,NULL
ca8033cb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,29.4,1,0,12,16,0,16,53,57.6
cac2537b,2019-2020,ESP,1. La Liga,12th,Levante,24,23.5,5,0,56,58,4,24,3,9.1
caffaf5a,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,13.2,1,0,18,6,0,1,20,66.7
caffaf5a,2019-2020,ENG,1. Premier League,11th,Southampton,30,6.2,1,0,3,3,0,0,14,63.6
cb574619,2019-2020,ESP,1. La Liga,17th,Celta Vigo,28,21.8,7,0,37,27,3,59,39,60
cbac6ec9,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,12.5,0,0,0,0,0,0,0,NULL
cbdf7d5c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,22,0.1,0,0,0,0,0,0,2,66.7
cc2d7ad5,2019-2020,ENG,1. Premier League,10th,Burnley,25,21.6,3,0,17,35,2,66,47,60.3
cc700722,2019-2020,ITA,1. Serie A,7th,Napoli,28,14.2,3,0,33,26,0,9,10,58.8
cc86b9a3,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,16.8,2,0,24,28,0,6,27,50
cce181df,2019-2020,ESP,1. La Liga,9th,Valencia,26,20.1,5,0,46,43,3,0,41,50.6
cce9f582,2019-2020,ITA,1. Serie A,19th,Brescia,23,1.3,2,0,2,2,0,0,5,100
cce9f582,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,1.6,1,0,4,1,0,0,10,90.9
cd0fa27b,2019-2020,ITA,1. Serie A,6th,Milan,25,30,6,0,44,33,1,61,20,30.8
cd1acf9d,2019-2020,ENG,1. Premier League,1st,Liverpool,20,35.3,5,0,25,10,3,183,14,30.4
cd82452e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,7.8,6,1,26,10,7,15,27,58.7
cda0b317,2019-2020,ESP,1. La Liga,15th,Betis,29,32.1,3,1,0,2,0,0,0,NULL
ce17b5eb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,22,1,0,0,3,0,0,0,NULL
ce30bfc8,2019-2020,ITA,1. Serie A,2nd,Inter,25,20,5,0,38,29,4,11,26,56.5
ce4246f5,2019-2020,ENG,1. Premier League,4th,Chelsea,24,26,6,0,31,14,1,0,99,76.7
ce5143da,2019-2020,ENG,1. Premier League,19th,Watford,28,9.1,0,0,8,11,2,2,23,50
ce8039aa,2019-2020,ESP,1. La Liga,20th,Espanyol,18,2,1,0,5,9,0,3,1,14.3
cea4ee8f,2019-2020,ENG,1. Premier League,6th,Tottenham,23,20.5,2,0,14,37,6,5,17,34.7
cee31595,2019-2020,ENG,1. Premier League,14th,Crystal Palace,31,34.3,6,0,68,44,4,34,44,41.9
cf007308,2019-2020,ITA,1. Serie A,7th,Napoli,19,12.6,7,0,35,16,0,3,2,12.5
cf1c23d8,2019-2020,ITA,1. Serie A,2nd,Inter,33,3,0,1,0,3,0,0,0,NULL
cf623c78,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,27,5.7,0,0,4,5,0,14,5,33.3
cfbf9881,2019-2020,ITA,1. Serie A,12th,Bologna,24,16.7,5,0,30,19,2,7,24,57.1
d0042ab9,2019-2020,ENG,1. Premier League,12th,Everton,22,22.8,5,0,19,23,1,2,42,57.5
d023d70f,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,22.4,4,0,50,38,0,30,14,37.8
d04b94db,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,23.3,2,0,27,33,3,23,14,60.9
d080ed5e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,23,34.9,9,0,88,100,2,22,158,63.2
d0b3ceb9,2019-2020,ENG,1. Premier League,19th,Watford,36,38,1,0,2,5,0,0,1,100
d0d8dd44,2019-2020,ITA,1. Serie A,2nd,Inter,27,31.4,5,0,38,13,0,0,75,66.4
d0dbca9f,2019-2020,ITA,1. Serie A,15th,Sampdoria,25,11.2,4,0,16,12,0,0,15,55.6
d0f72bf1,2019-2020,ENG,1. Premier League,7th,Wolves,22,2.1,0,0,2,0,0,0,11,52.4
d1273f09,2019-2020,GER,1. Bundesliga,12th,Schalke 04,31,25.5,5,0,29,46,1,48,46,51.7
d1661819,2019-2020,GER,1. Bundesliga,12th,Schalke 04,30,33.5,4,0,32,37,4,66,25,36.8
d183e9d6,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,25.1,6,1,27,23,0,77,38,53.5
d1b060e2,2019-2020,ESP,1. La Liga,19th,Mallorca,26,3.1,1,0,7,2,0,1,16,43.2
d1b49282,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,20.7,9,1,46,9,4,9,92,58.6
d2110326,2019-2020,ESP,1. La Liga,9th,Valencia,22,16,5,0,19,16,2,1,35,63.6
d2416c2e,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,13.6,2,0,31,28,1,10,36,40
d2424d1b,2019-2020,ENG,1. Premier League,5th,Leicester City,22,26.4,3,0,34,32,1,78,62,73.8
d248cd8f,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,26.2,8,1,30,12,1,1,61,65.6
d2aea9ac,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0.1,0,0,1,0,1,0,1,100
d2c580ce,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,1.9,0,0,6,2,0,1,2,40
d2ed99b4,2019-2020,ESP,1. La Liga,12th,Levante,17,0,0,0,1,0,0,0,0,0
d3112d86,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,21,31.2,10,0,54,32,0,15,24,44.4
d37b0350,2019-2020,ITA,1. Serie A,14th,Cagliari,30,0.5,0,0,0,1,0,0,3,42.9
d38fdf53,2019-2020,ESP,1. La Liga,10th,Osasuna,21,33.1,8,0,43,44,4,140,45,52.3
d3b888e3,2019-2020,ITA,1. Serie A,14th,Cagliari,23,5.2,1,0,7,3,0,2,7,77.8
d3d758d8,2019-2020,ITA,1. Serie A,17th,Genoa,34,12.3,4,1,36,27,0,2,13,46.4
d3de9af0,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,22.5,1,0,36,53,12,27,41,40.2
d4535821,2019-2020,ITA,1. Serie A,4th,Lazio,26,10.5,3,0,15,13,0,16,12,46.2
d4931a5a,2019-2020,ITA,1. Serie A,5th,Roma,31,6.3,1,0,10,18,2,0,17,53.1
