id,season,country,comp_level,lg_finish,squad,age,minutes_90s,sca,sca_per90,gca,gca_per90
86dd77d1,2019-2020,ENG,1. Premier League,2nd,Manchester City,29,26.6,49,1.84,6,0.23
86e119e0,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,31.3,121,3.86,13,0.41
873619c6,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,0.3,0,0,0,0
8778c910,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,33,33,2,0.06,0,0
87935cf3,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,10.3,1,0.1,0,0
8794e251,2019-2020,ITA,1. Serie A,1st,Juventus,24,21.2,51,2.4,6,0.28
88050721,2019-2020,ESP,1. La Liga,11th,Athletic Club,23,19.9,48,2.42,5,0.25
881ef58c,2019-2020,ITA,1. Serie A,5th,Roma,30,5.7,22,3.85,1,0.18
88d4144a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,21,35,1.67,4,0.19
88e357ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,24.4,98,4.02,17,0.7
88f130ed,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,0.9,0,0,0,0
88f130ed,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,4.1,2,0.49,0,0
892d5bb1,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,21.6,140,6.48,31,1.44
89976232,2019-2020,ITA,1. Serie A,16th,Torino,27,29.8,33,1.11,1,0.03
89ac64a6,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,25.7,10,0.39,3,0.12
89b2c8a9,2019-2020,ITA,1. Serie A,7th,Napoli,32,18.8,97,5.17,14,0.75
89d10e53,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,9.6,7,0.73,1,0.1
89d10e53,2019-2020,ENG,1. Premier League,6th,Tottenham,29,9.9,16,1.61,0,0
89e4b358,2019-2020,ENG,1. Premier League,19th,Watford,30,27.6,5,0.18,1,0.04
89f951b5,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,17.7,42,2.38,5,0.28
8a7ff278,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,26.5,8,0.3,1,0.04
8aafd64f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,19,19.4,50,2.58,4,0.21
8abd0c03,2019-2020,ITA,1. Serie A,13th,Udinese,28,6.6,8,1.21,2,0.3
8aec0537,2019-2020,ENG,1. Premier League,15th,Brighton,28,20,93,4.66,7,0.35
8b04d6c1,2019-2020,ENG,1. Premier League,11th,Southampton,23,30.6,64,2.09,5,0.16
8b609c34,2019-2020,ITA,1. Serie A,16th,Torino,18,1.5,5,3.41,1,0.68
8b625720,2019-2020,ESP,1. La Liga,16th,Alavés,21,2.6,0,0,0,0
8b6e0db2,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,4.2,3,0.72,0,0
8b788c01,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,29.2,95,3.26,19,0.65
8b8a56ce,2019-2020,ITA,1. Serie A,3rd,Atalanta,30,3.2,1,0.31,1,0.31
8b8a56ce,2019-2020,ITA,1. Serie A,6th,Milan,30,13.8,2,0.15,0,0
8b95acda,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,30.8,23,0.75,3,0.1
8bc8829a,2019-2020,ITA,1. Serie A,2nd,Inter,17,0.8,2,2.65,1,1.32
8c3c640c,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,33.9,87,2.57,16,0.47
8c63fae5,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,2.6,8,3.1,0,0
8c65eb5f,2019-2020,ITA,1. Serie A,13th,Udinese,31,18.3,42,2.29,1,0.05
8c725b43,2019-2020,ITA,1. Serie A,10th,Fiorentina,28,31.4,20,0.64,4,0.13
8cabdc1e,2019-2020,ITA,1. Serie A,8th,Sassuolo,32,31,8,0.26,0,0
8cc29864,2019-2020,ITA,1. Serie A,15th,Sampdoria,29,7.8,1,0.13,0,0
8cfc2f69,2019-2020,ESP,1. La Liga,8th,Getafe,32,15.6,35,2.24,6,0.38
8d3c902d,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,28.1,16,0.57,1,0.04
8d47bb39,2019-2020,ESP,1. La Liga,7th,Granada,23,24.5,16,0.65,3,0.12
8d78e732,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,30.7,102,3.33,15,0.49
8da74c05,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,2.3,10,4.27,3,1.28
8db394aa,2019-2020,ESP,1. La Liga,16th,Alavés,29,21.1,6,0.28,0,0
8df7a2fb,2019-2020,ENG,1. Premier League,10th,Burnley,29,32,21,0.66,2,0.06
8e088e04,2019-2020,ESP,1. La Liga,10th,Osasuna,21,5.2,7,1.34,1,0.19
8e235926,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,3.4,9,2.67,1,0.3
8e235926,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,9.2,15,1.63,1,0.11
8e48dc61,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,10.4,16,1.53,0,0
8e92be30,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,16.7,33,1.97,5,0.3
8eb55dbb,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,6,15,2.5,3,0.5
8f056768,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,19.1,36,1.88,4,0.21
8f29e08b,2019-2020,ESP,1. La Liga,10th,Osasuna,23,2,0,0,0,0
8f3565b3,2019-2020,ESP,1. La Liga,19th,Mallorca,28,30.7,46,1.5,6,0.2
8f5e92a6,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,11.3,31,2.74,1,0.09
8f62b6ee,2019-2020,ENG,1. Premier League,6th,Tottenham,32,20.1,1,0.05,0,0
8f866fe8,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,22.6,80,3.54,8,0.35
8f898ba8,2019-2020,ESP,1. La Liga,18th,Leganés,28,13.5,29,2.15,3,0.22
8f8c6934,2019-2020,ESP,1. La Liga,8th,Getafe,26,38,5,0.13,0,0
8fef5412,2019-2020,ITA,1. Serie A,6th,Milan,25,19.2,25,1.3,2,0.1
90339309,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,23.5,9,0.38,1,0.04
9038c2a1,2019-2020,ESP,1. La Liga,8th,Getafe,25,13.1,41,3.14,7,0.54
9050ddc4,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,16.6,35,2.11,6,0.36
9085dd7c,2019-2020,ITA,1. Serie A,14th,Cagliari,26,14.9,27,1.81,4,0.27
90f91999,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,25.7,96,3.74,9,0.35
914ab9a1,2019-2020,ENG,1. Premier League,19th,Watford,28,25,7,0.28,2,0.08
919dd4b1,2019-2020,ITA,1. Serie A,4th,Lazio,16,0,0,0,0,0
