id,season,country,comp_level,lg_finish,squad,age,minutes_90s,touches,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,pass_targets
0000acda,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,10.9,449,96,193,195,29,7,13,53.8,9,11,371
00242715,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,33,1835,1016,866,96,28,3,11,27.3,10,6,1106
00242b75,2019-2020,GER,1. Bundesliga,13th,Mainz 05,19,10.4,498,121,302,92,9,4,8,50,9,7,272
0076ab7f,2019-2020,ESP,1. La Liga,4th,Sevilla,27,13.5,811,284,505,60,3,11,14,78.6,4,8,570
009a4f60,2019-2020,GER,1. Bundesliga,11th,Union Berlin,21,4.1,227,75,100,65,5,6,9,66.7,5,7,131
00b28772,2019-2020,ESP,1. La Liga,8th,Getafe,24,32.2,988,184,584,259,51,8,14,57.1,19,10,552
01226327,2019-2020,ENG,1. Premier League,11th,Southampton,29,30.5,1984,422,936,739,52,8,26,30.8,28,33,1205
01834aa0,2019-2020,GER,1. Bundesliga,14th,Köln,20,27.2,1496,928,612,54,24,7,11,63.6,5,6,988
01b8a2b2,2019-2020,ITA,1. Serie A,1st,Juventus,29,28.8,830,823,8,0,0,0,0,NULL,0,0,323
01c3aff5,2019-2020,GER,1. Bundesliga,12th,Schalke 04,20,23,1345,408,735,303,50,26,44,59.1,28,24,989
01eb744d,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,22.9,942,133,384,488,139,41,74,55.4,79,61,917
01efac19,2019-2020,ITA,1. Serie A,18th,Lecce,24,15.2,866,215,479,263,39,10,24,41.7,11,19,766
01efac19,2019-2020,ITA,1. Serie A,13th,Udinese,24,2.2,135,20,65,59,3,6,6,100,7,4,114
02319ad7,2019-2020,ESP,1. La Liga,8th,Getafe,30,30.5,1136,71,494,611,139,18,37,48.6,91,54,1632
02b29014,2019-2020,ENG,1. Premier League,19th,Watford,26,35.1,2065,424,1112,662,99,49,78,62.8,43,50,1619
02c15616,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,15.2,676,114,389,208,51,25,33,75.8,19,31,534
02caf6e0,2019-2020,ITA,1. Serie A,4th,Lazio,25,28.3,1295,314,473,644,88,37,73,50.7,31,27,1018
02ef8778,2019-2020,ESP,1. La Liga,20th,Espanyol,24,11.9,434,37,268,163,48,31,48,64.6,35,30,602
0313a347,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,22.7,1067,509,503,106,19,7,11,63.6,5,6,610
032f894e,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,21,0.1,10,1,4,5,1,0,0,NULL,1,0,9
0375723e,2019-2020,ITA,1. Serie A,16th,Torino,27,23,1158,126,568,557,56,52,80,65,36,47,968
03f946ed,2019-2020,ITA,1. Serie A,20th,SPAL,24,33.7,1320,130,602,690,165,57,90,63.3,85,82,1582
0420d84f,2019-2020,ENG,1. Premier League,12th,Everton,30,20.4,1307,434,633,329,30,38,62,61.3,24,17,782
042e8a49,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,16.7,1035,68,388,662,144,60,101,59.4,33,44,1057
0489bb30,2019-2020,ITA,1. Serie A,9th,Hellas Verona,17,7.6,326,20,137,196,44,10,17,58.8,28,24,416
048a1cbc,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,25.9,2417,606,1340,667,53,49,76,64.5,28,32,1884
04965583,2019-2020,ESP,1. La Liga,16th,Alavés,29,24.1,1078,147,578,448,45,22,50,44,39,23,974
04ac8285,2019-2020,ESP,1. La Liga,9th,Valencia,30,23.3,806,803,4,0,0,0,0,NULL,0,0,290
04e17fd5,2019-2020,ESP,1. La Liga,18th,Leganés,22,15.4,469,38,211,248,71,17,35,48.6,42,26,744
04e17fd5,2019-2020,ESP,1. La Liga,4th,Sevilla,22,8.8,261,29,145,103,43,6,14,42.9,24,18,345
05439de2,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,27,27.8,2662,1068,1590,248,14,6,10,60,9,4,2099
054849d2,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,7.5,392,157,166,84,4,2,5,40,4,12,189
056d2d95,2019-2020,GER,1. Bundesliga,11th,Union Berlin,32,31.8,1891,596,821,571,19,22,33,66.7,19,17,815
05d548d8,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,28.7,2588,1440,1255,83,29,8,10,80,7,9,1818
05e19d6a,2019-2020,ITA,1. Serie A,6th,Milan,22,32.3,2030,406,1239,513,86,31,44,70.5,32,42,1632
05f99a4a,2019-2020,GER,1. Bundesliga,13th,Mainz 05,19,2.8,93,24,46,34,10,6,11,54.5,6,8,89
070a3904,2019-2020,ESP,1. La Liga,20th,Espanyol,25,29.5,1369,188,844,422,41,21,47,44.7,34,32,1119
0728bebe,2019-2020,ITA,1. Serie A,10th,Fiorentina,22,29.7,1609,298,829,660,125,94,135,69.6,66,71,1319
0745b37d,2019-2020,ENG,1. Premier League,20th,Norwich City,29,32.1,794,70,316,453,177,27,46,58.7,50,37,1143
07767f42,2019-2020,ITA,1. Serie A,8th,Sassuolo,34,15.5,1318,317,847,207,3,9,10,90,5,9,982
07802f7f,2019-2020,ENG,1. Premier League,11th,Southampton,27,31.2,1115,117,464,602,180,58,94,61.7,70,53,1256
080440a4,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,30.2,2040,995,1004,187,55,10,22,45.5,21,10,1197
0821331c,2019-2020,ITA,1. Serie A,12th,Bologna,25,24.5,1436,823,647,46,21,2,4,50,7,1,854
08511d65,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,33.5,2428,1212,1217,112,53,11,13,84.6,8,3,1813
08593525,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,14.6,758,232,432,129,10,14,18,77.8,12,12,491
085e71a7,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,31,984,983,2,0,0,0,0,NULL,1,0,355
088ca1bd,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,31.5,1906,545,839,635,52,13,36,36.1,25,32,1167
08990838,2019-2020,ITA,1. Serie A,4th,Lazio,23,3.6,245,132,113,15,1,1,2,50,0,1,170
08aa9cd1,2019-2020,ITA,1. Serie A,17th,Genoa,20,24.8,939,67,469,444,128,21,44,47.7,58,58,1145
08f5afaa,2019-2020,ITA,1. Serie A,6th,Milan,20,35.6,1245,1241,4,0,0,0,0,NULL,0,0,557
091795f2,2019-2020,ITA,1. Serie A,12th,Bologna,19,1.4,74,46,28,1,0,0,0,NULL,0,0,48
09538fdb,2019-2020,ITA,1. Serie A,13th,Udinese,26,28.5,836,81,359,453,162,14,40,35,83,30,1029
0959c2a2,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,21.2,1316,224,787,397,32,18,35,51.4,29,17,1135
099e666f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,30.2,1882,532,923,513,29,16,26,61.5,31,23,1129
09a9e921,2019-2020,ESP,1. La Liga,5th,Villarreal,32,7.6,205,12,92,109,38,6,11,54.5,16,10,267
0a3065c8,2019-2020,ITA,1. Serie A,12th,Bologna,26,11.2,650,202,306,193,5,9,26,34.6,8,11,419
0a3d6d2b,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,0.1,5,1,4,0,0,0,0,NULL,0,0,4
0a3f6cde,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,25,27.4,1181,207,545,547,91,36,80,45,60,39,1032
0a447501,2019-2020,ITA,1. Serie A,17th,Genoa,23,15.4,563,55,314,232,68,25,34,73.5,32,30,698
0a483542,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,18.3,1341,453,576,434,26,21,38,55.3,14,24,941
0ab1f153,2019-2020,ITA,1. Serie A,1st,Juventus,31,29.5,2672,651,1449,812,54,51,81,63,22,29,2102
0ac94a23,2019-2020,ESP,1. La Liga,9th,Valencia,28,10.3,480,83,212,217,49,13,28,46.4,19,13,446
0ae4e09a,2019-2020,ESP,1. La Liga,12th,Levante,28,25.2,710,71,360,312,95,12,26,46.2,63,26,1022
0b33f6ad,2019-2020,ESP,1. La Liga,13th,Valladolid,20,30.3,1419,844,634,20,12,5,6,83.3,5,4,770
0b5a292a,2019-2020,ITA,1. Serie A,7th,Napoli,28,21.8,2219,542,1116,700,31,26,38,68.4,13,14,1675
0b90bb97,2019-2020,ESP,1. La Liga,17th,Celta Vigo,23,21.6,996,102,498,440,82,11,30,36.7,60,48,1198
0ba976e4,2019-2020,ESP,1. La Liga,2nd,Barcelona,16,11.4,724,41,238,503,110,23,56,41.1,34,22,702
0bc4e720,2019-2020,ESP,1. La Liga,9th,Valencia,22,4.6,151,12,74,79,19,8,10,80,18,7,180
0c2ac3cb,2019-2020,ESP,1. La Liga,2nd,Barcelona,26,2.1,201,11,98,112,12,5,11,45.5,6,5,187
0c2ac3cb,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,23.5,1686,335,966,503,53,56,74,75.7,48,52,1360
0c61c77c,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,22.6,930,139,424,443,70,54,82,65.9,60,54,955
0cc5f4a5,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,20,1.5,57,5,31,28,4,6,9,66.7,4,6,81
0ccac09c,2019-2020,ITA,1. Serie A,19th,Brescia,26,35.2,2417,900,1101,595,24,27,49,55.1,28,26,1381
0d077b88,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,10.3,889,208,596,144,1,12,14,85.7,8,23,675
0d422df7,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,35,1097,1097,1,0,0,1,1,100,1,0,343
0d4ceb32,2019-2020,ENG,1. Premier League,10th,Burnley,27,9.1,238,19,93,138,36,7,17,41.2,21,9,412
0d55d942,2019-2020,GER,1. Bundesliga,8th,Freiburg,27,23.2,1058,1054,4,0,0,0,0,NULL,1,0,514
0d82903c,2019-2020,ITA,1. Serie A,1st,Juventus,28,26.5,2244,573,1192,662,31,30,46,65.2,19,25,1626
0db169ae,2019-2020,ITA,1. Serie A,19th,Brescia,19,33.5,1904,491,1056,485,20,39,49,79.6,34,38,1112
0db5d2c8,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,29,5.5,282,182,106,4,1,0,0,NULL,0,0,144
0dfce079,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,3,64,64,0,0,0,0,0,NULL,0,0,24
0e0102eb,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,20,0.9,33,5,16,13,2,1,7,14.3,1,5,23
0e4fef6e,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,3.7,227,60,140,36,6,2,4,50,4,0,119
0e50f929,2019-2020,ESP,1. La Liga,10th,Osasuna,29,12.9,904,183,607,165,12,24,35,68.6,10,19,674
0e7ccfc4,2019-2020,ESP,1. La Liga,20th,Espanyol,28,3,233,47,95,100,4,6,10,60,3,6,175
0ef89a37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,27,15.7,1071,76,556,515,81,45,69,65.2,22,33,1045
0fbecd11,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,16.1,992,193,587,256,37,21,32,65.6,15,15,732
10072610,2019-2020,ENG,1. Premier League,2nd,Manchester City,36,3.9,137,136,1,0,0,1,1,100,0,0,77
101da2b5,2019-2020,ENG,1. Premier League,2nd,Manchester City,34,26.6,2435,972,1525,113,21,12,14,85.7,6,7,1884
1025db8e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,18.3,952,648,351,21,4,5,7,71.4,0,3,512
106bca06,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,15.9,869,193,412,336,35,26,50,52,32,37,734
10b9fa99,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,18,0.9,93,42,52,3,1,0,0,NULL,0,0,69
10dc46f0,2019-2020,ITA,1. Serie A,16th,Torino,32,36,1266,1261,5,1,0,1,1,100,1,0,467
10e7f486,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,11.3,836,232,421,246,19,15,20,75,5,11,610
111c3236,2019-2020,ENG,1. Premier League,12th,Everton,29,13.2,895,231,584,147,1,20,24,83.3,10,9,635
112521d1,2019-2020,ESP,1. La Liga,20th,Espanyol,21,12.1,674,182,350,195,21,21,41,51.2,25,19,439
119b9a8e,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,12.2,1192,489,776,35,4,2,2,100,3,1,977
11b9265b,2019-2020,ESP,1. La Liga,5th,Villarreal,27,16.3,1159,383,565,292,32,11,23,47.8,16,11,761
11fd2b75,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,22.5,1532,627,895,111,6,11,15,73.3,6,8,963
1238a3f9,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,10.7,366,36,209,144,39,7,14,50,38,18,554
1238a3f9,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,24,5.1,206,14,113,86,30,4,12,33.3,17,17,292
1265a93a,2019-2020,ENG,1. Premier League,4th,Chelsea,19,16.8,1483,352,714,503,23,28,38,73.7,14,27,1044
1295552e,2019-2020,ITA,1. Serie A,8th,Sassuolo,20,14.1,987,283,490,283,33,24,43,55.8,11,8,690
129af0db,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,23.3,850,71,417,414,133,19,33,57.6,83,49,1132
12c50af5,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,18.1,1104,152,611,454,51,56,101,55.4,27,48,954
130a7a3f,2019-2020,ITA,1. Serie A,6th,Milan,24,13.4,755,93,331,401,65,24,45,53.3,22,27,660
13203c45,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,26.3,1416,419,671,432,47,42,71,59.2,33,45,850
132ac341,2019-2020,ESP,1. La Liga,10th,Osasuna,30,29,1286,728,588,30,22,3,4,75,7,3,564
149c5f5d,2019-2020,ITA,1. Serie A,11th,Parma,21,10.5,611,196,293,161,12,11,18,61.1,9,10,382
149c5f5d,2019-2020,ITA,1. Serie A,13th,Udinese,21,0.9,55,14,26,19,1,1,1,100,1,1,37
14b8fcdf,2019-2020,ITA,1. Serie A,1st,Juventus,25,7.7,515,229,292,14,6,0,0,NULL,1,1,362
157d29b6,2019-2020,ITA,1. Serie A,18th,Lecce,29,9.2,477,70,197,245,55,24,36,66.7,19,17,446
15b287da,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,22,21.9,1052,99,520,509,88,37,56,66.1,39,54,1007
15d0c248,2019-2020,ITA,1. Serie A,4th,Lazio,22,22.5,1406,698,737,107,17,7,10,70,9,10,986
15ea812b,2019-2020,ENG,1. Premier League,10th,Burnley,26,38,1813,959,797,111,72,15,16,93.8,14,5,832
15f3ec41,2019-2020,ENG,1. Premier League,4th,Chelsea,18,9.6,624,55,214,396,56,34,54,63,25,29,621
162efffd,2019-2020,ITA,1. Serie A,13th,Udinese,25,31.4,2268,383,1171,958,96,55,96,57.3,49,58,1808
16657b95,2019-2020,ITA,1. Serie A,5th,Roma,24,18,1229,294,803,227,21,14,17,82.4,11,16,985
16aa3654,2019-2020,ESP,1. La Liga,19th,Mallorca,18,25.7,1161,156,492,617,103,72,120,60,61,75,1060
16b9d5cf,2019-2020,ITA,1. Serie A,7th,Napoli,27,20,1546,789,782,77,21,6,9,66.7,2,5,1163
16bb656a,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,7.7,506,238,262,47,5,4,5,80,5,0,335
16ceb862,2019-2020,ENG,1. Premier League,4th,Chelsea,32,11,415,28,229,165,65,2,3,66.7,18,6,541
16daec92,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,11.6,528,76,302,190,30,19,36,52.8,21,15,486
16e9d0ea,2019-2020,ESP,1. La Liga,15th,Betis,26,25.2,1622,461,712,581,90,48,82,58.5,33,37,1100
173061c0,2019-2020,ITA,1. Serie A,11th,Parma,29,28.9,1686,653,787,329,45,16,23,69.6,16,10,998
17376543,2019-2020,GER,1. Bundesliga,11th,Union Berlin,31,33,1464,1456,7,2,2,0,0,NULL,1,0,653
174651c8,2019-2020,ESP,1. La Liga,8th,Getafe,29,10.5,508,107,302,120,7,2,2,100,6,4,220
1770bd68,2019-2020,ITA,1. Serie A,13th,Udinese,25,27.3,1352,394,511,540,57,49,88,55.7,35,34,916
178ae8f8,2019-2020,ENG,1. Premier League,7th,Wolves,22,25.4,1248,130,626,628,155,76,133,57.1,65,72,1293
17f3620a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,10.1,333,26,156,162,47,11,16,68.8,24,23,496
17f3620a,2019-2020,ITA,1. Serie A,6th,Milan,24,13.1,402,22,179,223,74,15,20,75,34,26,636
1840e36d,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,34,1153,1150,3,1,1,0,0,NULL,0,0,575
1880614f,2019-2020,ITA,1. Serie A,5th,Roma,22,9.7,466,58,187,272,54,32,41,78,20,17,449
18abe173,2019-2020,ESP,1. La Liga,17th,Celta Vigo,23,27.8,1518,836,710,50,11,11,15,73.3,5,8,954
18b896d6,2019-2020,ENG,1. Premier League,4th,Chelsea,26,19,1642,811,905,67,14,0,0,NULL,2,5,1201
1900032e,2019-2020,ENG,1. Premier League,11th,Southampton,26,16.6,1040,491,561,48,15,3,5,60,3,4,580
1961b2aa,2019-2020,ENG,1. Premier League,12th,Everton,26,16.2,989,235,664,156,10,26,35,74.3,15,25,763
19709006,2019-2020,ESP,1. La Liga,18th,Leganés,21,21.3,1105,127,587,489,65,42,86,48.8,42,31,892
197640fd,2019-2020,ITA,1. Serie A,3rd,Atalanta,23,19.7,1322,282,608,516,53,14,25,56,19,9,994
19b776e9,2019-2020,ESP,1. La Liga,9th,Valencia,27,1.9,90,10,41,45,12,4,7,57.1,7,9,99
19e4eab9,2019-2020,ITA,1. Serie A,13th,Udinese,23,24.6,1298,709,603,65,18,2,6,33.3,11,7,835
1ae30132,2019-2020,ENG,1. Premier League,10th,Burnley,34,21,1130,343,592,240,11,5,8,62.5,6,7,520
1ae836b1,2019-2020,GER,1. Bundesliga,14th,Köln,21,6.9,314,67,174,100,14,6,11,54.5,13,6,263
1b84dbe1,2019-2020,ENG,1. Premier League,12th,Everton,26,33.7,2366,628,970,878,63,25,43,58.1,18,32,1288
1bacc518,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,23.5,1835,364,1136,542,41,38,53,71.7,20,25,1656
1bda5842,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,26.6,926,103,365,526,134,10,25,40,51,35,1064
1bf33a9a,2019-2020,ENG,1. Premier League,4th,Chelsea,20,19.1,1026,100,463,567,141,51,101,50.5,49,65,1122
1bf811d4,2019-2020,ENG,1. Premier League,20th,Norwich City,25,14.4,1013,385,406,263,41,5,14,35.7,19,7,585
1c7012b8,2019-2020,ENG,1. Premier League,16th,West Ham,20,38,2084,631,1308,303,29,41,53,77.4,19,28,1351
1cadaf34,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,0.2,9,0,6,4,1,0,0,NULL,0,0,15
1cb49278,2019-2020,ENG,1. Premier League,4th,Chelsea,23,19.5,1449,747,746,44,12,2,2,100,3,2,1068
1cbe4984,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,24,4.2,256,87,122,70,11,8,13,61.5,5,7,132
1d0bb7e4,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,3.1,205,69,110,45,3,3,4,75,2,7,140
1d1691ad,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,1.7,127,18,58,63,4,3,6,50,6,3,116
1d1691ad,2019-2020,ESP,1. La Liga,1st,Real Madrid,23,3.8,212,63,99,69,8,9,13,69.2,3,5,142
1d8e9add,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,10.7,945,620,365,10,0,4,4,100,1,3,694
1d8e9add,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,27,12.3,891,460,443,36,5,5,6,83.3,2,3,608
1daec722,2019-2020,ESP,1. La Liga,8th,Getafe,21,36,1818,296,827,812,65,24,48,50,65,43,1350
1ea5f91c,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,23.3,1000,180,448,457,64,12,26,46.2,22,18,845
1ecb65be,2019-2020,ENG,1. Premier League,12th,Everton,30,14.3,575,76,220,312,77,21,36,58.3,28,29,566
1ef37668,2019-2020,ENG,1. Premier League,10th,Burnley,30,20.9,1211,321,630,319,20,4,13,30.8,15,14,643
1f079188,2019-2020,ESP,1. La Liga,5th,Villarreal,28,21.2,1579,493,805,390,23,22,50,44,23,24,1034
1f44ac21,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,11.8,367,21,179,189,68,12,27,44.4,32,13,467
1fb1c435,2019-2020,ESP,1. La Liga,9th,Valencia,28,20.9,847,80,447,378,89,17,41,41.5,52,23,1047
1fca9171,2019-2020,ITA,1. Serie A,20th,SPAL,25,12,478,61,222,242,49,16,28,57.1,24,25,488
1fda91b3,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,17,0.6,45,19,22,6,0,0,0,NULL,0,1,40
1fe0492d,2019-2020,ESP,1. La Liga,16th,Alavés,23,29.6,1651,538,829,346,33,4,10,40,14,16,791
1fe67e86,2019-2020,ESP,1. La Liga,11th,Athletic Club,31,6.3,317,93,157,78,1,1,2,50,3,2,159
20030c06,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,26,9.5,715,385,337,25,7,3,4,75,4,2,464
200e89e1,2019-2020,ESP,1. La Liga,6th,Real Sociedad,17,4.9,280,26,111,164,39,22,45,48.9,15,12,272
20730eae,2019-2020,ITA,1. Serie A,6th,Milan,20,15.6,652,52,284,389,100,41,63,65.1,33,30,779
20b3a502,2019-2020,ITA,1. Serie A,12th,Bologna,21,7.8,488,120,275,114,7,6,9,66.7,2,3,332
20b9f052,2019-2020,ITA,1. Serie A,5th,Roma,24,32,1115,1111,5,0,0,0,0,NULL,1,0,526
21166ff4,2019-2020,ENG,1. Premier League,5th,Leicester City,23,33.7,2629,1373,1327,83,33,18,22,81.8,8,8,1852
2146785a,2019-2020,ITA,1. Serie A,6th,Milan,22,18,1377,420,764,297,29,11,24,45.8,13,10,916
21512407,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,1492,352,674,522,22,14,21,66.7,15,8,890
217875a4,2019-2020,ITA,1. Serie A,14th,Cagliari,19,12.9,712,414,310,29,2,9,10,90,1,3,468
217c93a1,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,17,0.4,14,5,6,4,0,2,3,66.7,1,0,11
21a66f6a,2019-2020,ENG,1. Premier League,6th,Tottenham,26,28.7,923,85,468,432,132,28,59,47.5,52,43,1328
2200181e,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,30.3,2017,975,977,228,29,11,13,84.6,11,4,1419
228b0d9d,2019-2020,ESP,1. La Liga,6th,Real Sociedad,21,10.9,754,221,371,193,9,6,13,46.2,4,12,481
228f73ae,2019-2020,ITA,1. Serie A,7th,Napoli,25,2,143,17,74,64,15,3,8,37.5,4,3,132
22919e97,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,8.3,309,29,134,164,46,11,24,45.8,25,20,404
229cd98a,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,4.1,122,12,69,51,14,3,5,60,12,8,158
230a2fac,2019-2020,ITA,1. Serie A,7th,Napoli,25,33,2562,780,1291,658,66,27,41,65.9,28,20,1946
2327c29e,2019-2020,ESP,1. La Liga,12th,Levante,27,7.3,276,66,98,141,31,11,29,37.9,14,10,277
2334478a,2019-2020,ITA,1. Serie A,17th,Genoa,26,13.9,703,184,368,187,29,16,30,53.3,21,30,527
240d3a0b,2019-2020,ESP,1. La Liga,11th,Athletic Club,29,33.7,1782,465,1248,144,12,9,11,81.8,10,19,1066
246d153b,2019-2020,ITA,1. Serie A,16th,Torino,22,23.1,1476,431,728,432,33,56,94,59.6,20,27,937
24f59bb2,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,11.3,948,233,501,293,32,11,20,55,6,9,736
253a06b9,2019-2020,ESP,1. La Liga,10th,Osasuna,25,17.7,575,28,251,329,98,15,33,45.5,43,34,840
254147d4,2019-2020,ENG,1. Premier League,11th,Southampton,21,10.3,468,85,196,228,48,48,70,68.6,34,24,440
25ab9c9c,2019-2020,GER,1. Bundesliga,8th,Freiburg,28,15.2,1015,549,473,75,16,7,8,87.5,3,5,663
2628fd2b,2019-2020,ENG,1. Premier League,8th,Arsenal,27,29.4,1074,1067,8,0,0,1,2,50,0,0,444
2691c772,2019-2020,ENG,1. Premier League,10th,Burnley,29,15,435,46,195,210,54,11,17,64.7,41,20,706
26db8853,2019-2020,ITA,1. Serie A,13th,Udinese,24,12.7,851,257,498,152,7,15,18,83.3,16,16,602
26f6dca8,2019-2020,ENG,1. Premier League,16th,West Ham,26,15.3,941,118,561,333,34,28,42,66.7,26,24,858
271b8617,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,19.1,736,127,334,327,58,22,36,61.1,46,26,698
2784f898,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,11.4,803,447,368,27,4,1,2,50,6,8,555
27a013f7,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,32.1,1824,1083,814,51,19,1,1,100,6,4,1149
27c01749,2019-2020,ENG,1. Premier League,15th,Brighton,19,14,349,21,149,199,61,6,16,37.5,42,34,535
282f75f3,2019-2020,ENG,1. Premier League,15th,Brighton,27,35.9,2547,1564,1027,104,43,3,7,42.9,7,10,1737
28a15394,2019-2020,ITA,1. Serie A,16th,Torino,36,1,39,39,0,0,0,0,0,NULL,0,0,14
28d596a0,2019-2020,ENG,1. Premier League,4th,Chelsea,24,33,1134,1129,5,0,0,0,0,NULL,0,0,646
291e3ec3,2019-2020,ENG,1. Premier League,20th,Norwich City,18,2.5,88,8,43,39,10,0,3,0,11,9,113
2928dca2,2019-2020,ENG,1. Premier League,7th,Wolves,26,38,2046,1366,787,1,0,6,6,100,3,2,1357
2946f9a1,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,4.9,354,105,167,94,3,1,5,20,3,1,243
29733c72,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,31,8.4,589,36,320,266,33,5,12,41.7,10,12,605
2979c05a,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,24,11.8,579,127,286,223,28,22,61,36.1,25,37,478
29b61deb,2019-2020,ESP,1. La Liga,16th,Alavés,26,12.1,509,111,321,104,15,4,15,26.7,24,16,363
2a0c8ba4,2019-2020,ESP,1. La Liga,4th,Sevilla,25,25,2000,352,1170,585,44,43,56,76.8,36,19,1549
2a1beb34,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,30.2,2300,518,1397,523,18,12,19,63.2,9,19,1709
2a29eb9b,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,2.3,110,49,53,14,2,5,5,100,0,0,75
2a6cd437,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,10.3,683,355,384,17,5,9,12,75,2,3,428
2acd49b9,2019-2020,ENG,1. Premier League,6th,Tottenham,29,27.2,1537,388,870,390,33,41,67,61.2,21,31,1123
2b09d998,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,10.6,813,206,453,196,13,6,11,54.5,9,13,602
2b16cb1a,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,20.7,794,136,333,432,80,102,150,68,53,61,773
2b622f01,2019-2020,ENG,1. Premier League,6th,Tottenham,26,24.9,1190,146,607,547,85,71,114,62.3,57,69,1201
2b91cf8e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,13.2,495,296,185,33,9,5,7,71.4,4,2,223
2baec6ce,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,2.1,166,59,95,26,0,0,3,0,1,2,113
2bd83368,2019-2020,ENG,1. Premier League,12th,Everton,18,4.9,197,35,107,75,8,9,20,45,7,12,165
